time,open,high,low,close,volume,vwap,count
2024-02-05 00:00:00+00:00,42591.3,43489.0,42250.9,42650.0,1582.95704238,42767.9,20053
2024-02-06 00:00:00+00:00,42650.0,43339.7,42530.3,43085.0,1340.59799225,42972.6,17580
2024-02-07 00:00:00+00:00,43085.0,44362.0,42763.7,44333.6,3765.68949635,43484.3,23295
2024-02-08 00:00:00+00:00,44333.7,45606.2,44333.7,45329.6,3551.71897942,44941.7,29430
2024-02-09 00:00:00+00:00,45329.6,48188.5,45258.8,47127.0,5688.46558971,46918.2,44582
2024-02-10 00:00:00+00:00,47127.1,48154.0,46900.0,47773.2,1605.66098504,47442.9,18326
2024-02-11 00:00:00+00:00,47766.2,48590.0,47580.9,48295.0,1781.36073625,48225.7,21288
2024-02-12 00:00:00+00:00,48295.0,50339.5,47642.0,49943.7,5147.57339488,49395.0,37650
2024-02-13 00:00:00+00:00,49943.7,50390.2,48240.0,49755.4,3982.47498943,49357.1,30280
2024-02-14 00:00:00+00:00,49750.1,52136.8,49255.2,51835.1,4718.31045495,51182.4,43123
2024-02-15 00:00:00+00:00,51835.2,52843.0,51335.2,51947.1,4193.46649497,52023.5,39762
2024-02-16 00:00:00+00:00,51947.1,52574.2,51625.0,52185.3,2064.57876753,52071.8,24426
2024-02-17 00:00:00+00:00,52185.3,52192.0,50581.2,51700.0,2108.88563124,51375.1,22226
2024-02-18 00:00:00+00:00,51700.1,52392.1,51231.1,52156.3,1645.27261209,51856.2,20234
2024-02-19 00:00:00+00:00,52157.1,52475.6,51704.8,51771.1,1628.6291871,52151.9,20670
2024-02-20 00:00:00+00:00,51771.2,52991.8,50663.7,52270.1,4612.93475308,51926.9,31235
2024-02-21 00:00:00+00:00,52270.1,52359.9,50636.4,51866.9,2178.54135636,51351.3,28718
2024-02-22 00:00:00+00:00,51866.9,52035.0,50890.2,51300.1,1926.74006003,51575.2,24141
2024-02-23 00:00:00+00:00,51300.1,51472.4,50456.0,50739.4,1510.21978084,51031.4,22003
2024-02-24 00:00:00+00:00,50739.4,51650.0,50589.7,51554.5,942.00205046,51204.8,15680
2024-02-25 00:00:00+00:00,51554.5,51936.7,51300.0,51733.8,1220.61894467,51686.3,14195
2024-02-26 00:00:00+00:00,51733.8,54920.0,50950.0,54525.4,5241.13945742,53151.3,43438
2024-02-27 00:00:00+00:00,54525.4,57572.6,54478.8,57072.6,5285.87451429,56401.0,50826
2024-02-28 00:00:00+00:00,57066.2,64015.8,56000.4,62487.8,10911.28773542,60364.4,106181
2024-02-29 00:00:00+00:00,62489.8,63583.5,60108.8,61180.9,6805.48164512,61917.9,70008
2024-03-01 00:00:00+00:00,61180.9,63150.0,60800.1,62434.3,3522.12836667,62082.1,37012
2024-03-02 00:00:00+00:00,62434.3,62500.0,61663.3,62033.7,2212.55763597,62076.8,22204
2024-03-03 00:00:00+00:00,62028.6,63255.0,61400.0,63178.2,1592.02456275,62450.3,26888
2024-03-04 00:00:00+00:00,63178.3,68521.0,62262.0,68323.1,6106.3085254,65990.5,70168
2024-03-05 00:00:00+00:00,68338.6,69218.0,59150.0,63802.3,10647.21710186,65181.0,112409
2024-03-06 00:00:00+00:00,63805.2,67635.3,62876.6,66098.9,4896.523842,66093.6,58924
2024-03-07 00:00:00+00:00,66098.9,68050.0,65668.0,66936.5,3147.25047656,67131.9,43026
2024-03-08 00:00:00+00:00,66936.7,70000.0,65200.0,68333.0,4438.29990823,68167.0,60515
2024-03-09 00:00:00+00:00,68333.0,68657.4,68047.8,68459.1,964.99996567,68374.9,21161
2024-03-10 00:00:00+00:00,68459.1,69981.0,68254.9,69040.1,2360.95657907,69351.8,38143
2024-03-11 00:00:00+00:00,69040.1,72866.4,67187.3,72100.0,5547.01813187,71317.5,62666
2024-03-12 00:00:00+00:00,72100.1,73000.0,68660.2,71484.7,3980.18577146,71246.7,56539
2024-03-13 00:00:00+00:00,71480.8,73666.5,71336.1,73082.4,2818.46739181,72897.1,40002
2024-03-14 00:00:00+00:00,73089.7,73734.0,68554.9,71371.2,4983.78363201,71119.1,55646
2024-03-15 00:00:00+00:00,71371.3,72500.0,65600.0,69488.8,5903.81785283,68474.4,81362
2024-03-16 00:00:00+00:00,69488.9,69999.0,64802.6,65249.6,2550.190718,67524.4,41076
2024-03-17 00:00:00+00:00,65249.6,68815.6,64555.0,68355.6,2581.90048305,66955.8,36130
2024-03-18 00:00:00+00:00,68355.6,68898.3,66569.4,67600.0,2892.32240992,67649.5,38800
2024-03-19 00:00:00+00:00,67600.0,68075.0,61537.5,61908.4,6851.4328518,64246.8,69108
2024-03-20 00:00:00+00:00,61905.3,68137.3,60778.2,67866.0,6500.53270463,64528.6,63905
2024-03-21 00:00:00+00:00,67866.1,68238.0,64564.4,65499.9,2710.17809746,66469.8,36754
2024-03-22 00:00:00+00:00,65500.0,66614.8,62204.1,63810.1,2845.9453118,64187.7,38432
2024-03-23 00:00:00+00:00,63810.0,65970.0,63050.4,64034.5,1933.65360997,64604.1,25782
2024-03-24 00:00:00+00:00,64034.4,67614.8,63825.0,67193.9,1806.6128305,65623.2,29362
2024-03-25 00:00:00+00:00,67199.1,71217.1,66438.4,69950.0,4434.31051831,69172.9,46157
2024-03-26 00:00:00+00:00,69950.1,71557.7,69116.8,70000.1,2600.32974153,70297.5,33710
2024-03-27 00:00:00+00:00,70000.1,71746.9,68366.5,69437.3,3899.00360403,69737.3,36854
2024-03-28 00:00:00+00:00,69437.2,71546.3,68800.0,70742.2,3156.06986933,70498.1,31994
2024-03-29 00:00:00+00:00,70742.2,70911.4,69128.7,69917.1,1885.11342092,70036.3,25085
2024-03-30 00:00:00+00:00,69917.0,70354.4,69607.6,69652.0,669.4307169,70007.6,16293
2024-03-31 00:00:00+00:00,69652.0,71323.9,69600.0,71306.8,1097.39096998,70484.6,17719
2024-04-01 00:00:00+00:00,71306.7,71306.8,68101.0,69681.1,2039.09077986,69424.3,30706
2024-04-02 00:00:00+00:00,69681.1,69699.9,64572.7,65457.6,3892.19127401,66237.0,49119
2024-04-03 00:00:00+00:00,65457.6,66902.0,64541.2,65991.5,1507.14098717,65986.8,27797
2024-04-04 00:00:00+00:00,65991.4,69354.7,65116.1,68527.4,2782.22826481,67608.9,35929
2024-04-05 00:00:00+00:00,68527.4,68755.0,66004.5,67856.5,3264.19092426,67382.6,38198
2024-04-06 00:00:00+00:00,67856.5,69693.1,67513.7,68908.6,1622.37758547,68374.4,21772
2024-04-07 00:00:00+00:00,68908.6,70300.0,68888.0,69386.1,1592.35234659,69470.7,25350
2024-04-08 00:00:00+00:00,69386.0,72731.5,69114.5,71650.0,3524.06053669,71499.5,35795
2024-04-09 00:00:00+00:00,71650.1,71738.0,68263.2,69159.9,3982.98709625,69884.8,33120
2024-04-10 00:00:00+00:00,69159.9,71100.1,67500.0,70612.2,2906.12976057,69036.9,31855
2024-04-11 00:00:00+00:00,70612.3,71250.9,69600.1,70046.4,1971.1214094,70441.8,24454
2024-04-12 00:00:00+00:00,70046.4,71200.0,65118.0,67205.2,5854.23308811,68195.0,57182
2024-04-13 00:00:00+00:00,67199.8,67946.1,60495.0,64042.4,5688.40092704,64635.8,70957
2024-04-14 00:00:00+00:00,64018.6,65835.1,62665.7,65700.0,2418.68585252,64206.6,32825
2024-04-15 00:00:00+00:00,65700.0,66898.7,62355.9,63408.4,3187.66710088,64681.1,37021
2024-04-16 00:00:00+00:00,63441.8,64341.9,61551.0,63832.6,3089.16803046,62906.5,35941
2024-04-17 00:00:00+00:00,63832.6,64444.0,59700.0,61284.4,3856.04073894,61725.9,44574
2024-04-18 00:00:00+00:00,61284.4,64142.7,60857.6,63509.1,2723.02362572,62587.9,33781
2024-04-19 00:00:00+00:00,63499.5,65499.9,59666.0,63849.1,4458.81980276,63454.9,47188
2024-04-20 00:00:00+00:00,63846.0,65424.1,63164.0,64993.7,2049.04182914,64565.4,22742
2024-04-21 00:00:00+00:00,64993.8,65715.3,64281.0,64953.6,1341.96718412,64972.5,20250
2024-04-22 00:00:00+00:00,64953.0,67200.0,64543.1,66831.4,2626.8865329,66108.5,30124
2024-04-23 00:00:00+00:00,66831.4,67190.0,65853.8,66419.8,1878.08289759,66444.0,22754
2024-04-24 00:00:00+00:00,66419.8,67000.0,63583.4,64291.3,2418.73244785,65300.8,30431
2024-04-25 00:00:00+00:00,64291.3,65300.0,62743.5,64489.1,2429.37373644,64094.3,26865
2024-04-26 00:00:00+00:00,64489.1,64760.8,63338.4,63750.8,1618.43949102,64157.3,20807
2024-04-27 00:00:00+00:00,63750.8,63893.0,62396.6,63425.0,1349.33386371,62951.9,20574
2024-04-28 00:00:00+00:00,63425.1,64301.0,62785.8,63114.9,767.9538549,63630.5,14007
2024-04-29 00:00:00+00:00,63114.1,64125.0,61774.6,63822.1,1659.82104486,62792.1,23883
2024-04-30 00:00:00+00:00,63822.1,64738.3,59110.0,60610.0,4103.94734501,61334.5,46707
2024-05-01 00:00:00+00:00,60610.0,60775.0,56378.0,58272.2,5815.31538446,57940.7,56786
2024-05-02 00:00:00+00:00,58272.3,59602.1,56929.9,59124.1,2549.0291634,58540.8,31233
2024-05-03 00:00:00+00:00,59113.2,63284.0,58848.7,62925.8,3761.9953227,61260.1,33396
2024-05-04 00:00:00+00:00,62925.8,64500.0,62550.4,63895.3,2487.05794265,63484.9,23702
2024-05-05 00:00:00+00:00,63898.0,64646.7,62937.0,64067.5,1244.95349901,63860.6,16729
2024-05-06 00:00:00+00:00,64067.5,65500.0,62720.2,63161.7,2920.39142681,63916.2,28788
2024-05-07 00:00:00+00:00,63161.7,64332.9,62305.0,62325.0,2316.13898234,63483.0,24651
2024-05-08 00:00:00+00:00,62325.0,62966.2,60888.9,61172.1,1624.82227794,62076.5,26541
2024-05-09 00:00:00+00:00,61172.1,63418.5,60650.7,63051.9,1439.28575126,62101.3,25942
2024-05-10 00:00:00+00:00,63052.0,63521.1,60220.2,60794.6,2069.44661807,61688.7,30694
2024-05-11 00:00:00+00:00,60790.8,61437.2,60484.0,60805.0,792.96458373,60987.9,13638
2024-05-12 00:00:00+00:00,60805.0,61800.0,60638.9,61444.6,668.22060849,61299.3,11630
2024-05-13 00:00:00+00:00,61444.6,63400.0,60773.2,62910.0,1728.04946494,62568.2,25694
2024-05-14 00:00:00+00:00,62910.0,63075.0,61000.0,61568.6,1843.73972575,61746.4,25935
2024-05-15 00:00:00+00:00,61568.6,66450.0,61325.4,66233.0,4260.46874397,64534.2,44050
2024-05-16 00:00:00+00:00,66233.1,66700.0,64557.0,65228.4,2547.4399975,65616.2,29516
2024-05-17 00:00:00+00:00,65228.4,67443.0,65121.1,67043.5,2179.14176715,66599.4,29398
2024-05-18 00:00:00+00:00,67043.6,67362.9,66620.4,66920.0,565.40186442,66969.3,14082
2024-05-19 00:00:00+00:00,66920.1,67984.0,65922.0,66262.4,1096.64003357,67000.1,18556
2024-05-20 00:00:00+00:00,66262.5,71464.9,66111.0,71408.1,3168.46551312,68873.5,44283
2024-05-21 00:00:00+00:00,71399.0,71896.4,69202.0,70145.1,2366.52579535,70623.9,34455
2024-05-22 00:00:00+00:00,70145.1,70594.2,68725.2,69144.0,2667.19208346,69785.5,26690
