player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,weight,injured,photo,season,team_id,team_name,league_id,league_name,league_country,position,appearances,lineups,minutes,rating,captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,goals_conceded,assists,saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,wc_years,wc_teams,wc_team_ids
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2012,530.0,Atletico Madrid,140.0,La Liga,Spain,Midfielder,0.0,0.0,0.0,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2012,9570.0,Atlético Madrid II,,Primera División RFEF,,Midfielder,33.0,33.0,2793.0,,False,0.0,6.0,0.0,,,4.0,,,,,,,,,,,,,,,,,10.0,2.0,0.0,,,,,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2013,798.0,Mallorca,,Segunda División,,Midfielder,37.0,35.0,2972.0,,False,2.0,6.0,3.0,,,5.0,,,,,,,,,,,,,,,,,13.0,2.0,0.0,,,,,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2014,723.0,Almeria,140.0,La Liga,Spain,Midfielder,31.0,28.0,2367.0,,False,3.0,7.0,6.0,,,4.0,,,,,,,,,,,,,,,,,13.0,0.0,0.0,,,,,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2014,723.0,Almeria,,Copa del Rey,,Midfielder,1.0,1.0,90.0,,False,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2015,530.0,Atletico Madrid,140.0,La Liga,Spain,Midfielder,13.0,3.0,433.0,6.953846,False,10.0,2.0,18.0,9.0,3.0,2.0,0.0,1.0,,189.0,7.0,,22.0,0.0,15.0,78.0,43.0,10.0,8.0,,7.0,11.0,3.0,0.0,0.0,,,0.0,0.0,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2015,530.0,Atletico Madrid,,Copa del Rey,,Midfielder,5.0,4.0,370.0,,False,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2015,530.0,Atletico Madrid,2.0,UEFA Champions League,World,Midfielder,5.0,0.0,47.0,6.6,False,5.0,0.0,7.0,0.0,0.0,0.0,0.0,,,13.0,0.0,92.0,,,0.0,16.0,9.0,4.0,2.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2016,530.0,Atletico Madrid,140.0,La Liga,Spain,Midfielder,16.0,6.0,628.0,6.906666,False,10.0,2.0,19.0,5.0,3.0,1.0,0.0,2.0,,380.0,11.0,,19.0,2.0,19.0,107.0,54.0,19.0,14.0,,5.0,20.0,5.0,0.0,0.0,,,0.0,1.0,,2022,Ghana,1504
49,T. Partey,Thomas,Teye Partey,Ghana,1993-06-13,Odumase Krobo,Ghana,32,185,77,False,https://media.api-sports.io/football/players/49.png,2016,530.0,Atletico Madrid,,Copa del Rey,,Midfielder,2.0,2.0,180.0,7.45,False,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,,102.0,4.0,87.0,,,5.0,21.0,11.0,2.0,1.0,,1.0,4.0,1.0,0.0,0.0,,,0.0,0.0,,2022,Ghana,1504
