player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,weight,injured,photo,season,team_id,team_name,league_id,league_name,league_country,position,appearances,lineups,minutes,rating,captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,goals_conceded,assists,saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,wc_years,wc_teams,wc_team_ids
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2004,30.0,Peru,,Copa America,,Attacker,3.0,3.0,270.0,,False,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2005,197.0,PSV Eindhoven,,Eredivisie,,Attacker,31.0,,,,False,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2006,197.0,PSV Eindhoven,,Eredivisie,,Attacker,30.0,,,,False,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2007,197.0,PSV Eindhoven,,Eredivisie,,Attacker,29.0,,,,False,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2007,30.0,Peru,,Copa America,,Attacker,3.0,3.0,214.0,,False,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2008,174.0,FC Schalke 04,,Bundesliga,,Attacker,31.0,30.0,2613.0,,False,1.0,12.0,1.0,,,9.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2009,174.0,FC Schalke 04,,Bundesliga,,Attacker,33.0,32.0,2833.0,,False,1.0,10.0,1.0,,,8.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2010,174.0,FC Schalke 04,78.0,Bundesliga,Germany,Attacker,28.0,26.0,2338.0,,False,2.0,4.0,3.0,,,3.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2010,174.0,FC Schalke 04,,DFB Pokal,,Attacker,6.0,6.0,570.0,,False,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2010,30.0,Peru,,WC Qualification South America,,Attacker,4.0,3.0,302.0,,False,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,2018,Peru,30
478,Jefferson Agustín Farfán Guadalupe,Jefferson Agustín,Farfán Guadalupe,Peru,1984-10-26,Lima,Peru,38,178 cm,84 kg,False,https://media.api-sports.io/football/players/478.png,2011,174.0,FC Schalke 04,78.0,Bundesliga,Germany,Attacker,23.0,19.0,1745.0,,False,4.0,9.0,4.0,,,4.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,2018,Peru,30
