player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,weight,injured,photo,season,team_id,team_name,league_id,league_name,league_country,position,appearances,lineups,minutes,rating,captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,goals_conceded,assists,saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,wc_years,wc_teams,wc_team_ids
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2010,1063.0,Saint Etienne,61.0,Ligue 1,France,Defender,12.0,10.0,909.0,,False,2.0,2.0,16.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2010,9245.0,Saint-Étienne II,,National 2,,Defender,18.0,18.0,1590.0,,False,0.0,1.0,0.0,,,2.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2010,1063.0,Saint Etienne,,Coupe de la Ligue,,Defender,1.0,0.0,8.0,,False,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2011,1063.0,Saint Etienne,61.0,Ligue 1,France,Defender,32.0,32.0,2880.0,,False,0.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2011,1063.0,Saint Etienne,65.0,Coupe de la Ligue,France,Defender,1.0,1.0,90.0,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2011,1063.0,Saint Etienne,66.0,Coupe de France,France,Defender,1.0,1.0,120.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2012,1063.0,Saint Etienne,61.0,Ligue 1,France,Defender,26.0,19.0,1792.0,,False,7.0,0.0,15.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2012,9245.0,Saint-Étienne II,70.0,National 2 - Group D,France,Defender,1.0,1.0,90.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2012,1063.0,Saint Etienne,66.0,Coupe de France,France,Defender,2.0,2.0,180.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2012,1063.0,Saint Etienne,65.0,Coupe de la Ligue,France,Defender,3.0,3.0,330.0,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,492.0,Napoli,135.0,Serie A,Italy,Defender,15.0,14.0,1221.0,,False,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,1063.0,Saint Etienne,61.0,Ligue 1,France,Defender,17.0,16.0,1467.0,,False,1.0,0.0,2.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,9245.0,Saint-Étienne II,,National 3,,Defender,1.0,1.0,83.0,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,492.0,Napoli,,Coppa Italia,,Defender,3.0,2.0,246.0,,False,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,1063.0,Saint Etienne,65.0,Coupe de la Ligue,France,Defender,1.0,1.0,120.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,1063.0,Saint Etienne,66.0,Coupe de France,France,Defender,1.0,0.0,38.0,,False,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,1532.0,Algeria,,CAF Africa Cup of Nations,,Defender,0.0,0.0,0.0,,False,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2013,8194.0,France U21,,UEFA U21 Championship,,Defender,1.0,1.0,90.0,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2014,492.0,Napoli,135.0,Serie A,Italy,Defender,21.0,20.0,1757.0,,False,1.0,2.0,10.0,,,0.0,,,,,,,,,,,,,,,,,7.0,1.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2014,492.0,Napoli,,Coppa Italia,,Defender,3.0,2.0,186.0,,False,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2014,492.0,Napoli,3.0,UEFA Europa League,World,Defender,13.0,11.0,1056.0,,False,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2014,492.0,Napoli,2.0,UEFA Champions League,World,Defender,1.0,1.0,56.0,,False,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2014,1532.0,Algeria,,CAF World Cup Qualifiers,,Defender,3.0,2.0,206.0,,False,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2014,1532.0,Algeria,1.0,World Cup,World,Defender,2.0,2.0,210.0,,False,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2014,Algeria,1532
316,F. Ghoulam,Faouzi,Ghoulam,Algeria,1991-02-01,Saint-Priest-en-Jarez,France,33,186 cm,80 kg,False,https://media.api-sports.io/football/players/316.png,2015,492.0,Napoli,135.0,Serie A,Italy,Defender,34.0,32.0,2917.0,6.985294,False,2.0,2.0,5.0,21.0,8.0,0.0,0.0,3.0,,1804.0,32.0,75.0,43.0,6.0,49.0,290.0,194.0,47.0,30.0,,44.0,18.0,3.0,0.0,0.0,,2.0,0.0,0.0,,2014,Algeria,1532
