player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,weight,injured,photo,season,team_id,team_name,league_id,league_name,league_country,position,appearances,lineups,minutes,rating,captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,goals_conceded,assists,saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,national_team_id,national_team_name
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2025,1568.0,Uzbekistan,10.0,Friendlies,World,Defender,4.0,2.0,90.0,6.6,False,2.0,0.0,2.0,,,0.0,0.0,0.0,,32.0,,,,2.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2025,2733.0,Esteghlal FC,18.0,AFC Cup,World,Defender,4.0,4.0,360.0,6.95,False,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,,220.0,1.0,46.0,2.0,2.0,6.0,15.0,7.0,2.0,2.0,,,5.0,1.0,0.0,0.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2025,2733.0,Esteghlal FC,290.0,Persian Gulf Pro League,Iran,Defender,29.0,18.0,742.0,6.8,False,11.0,,,6.0,4.0,1.0,0.0,,,433.0,5.0,,13.0,3.0,14.0,61.0,33.0,1.0,1.0,,1.0,9.0,1.0,,1.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2024,1083.0,Rubin,235.0,Premier League,Russia,Defender,29.0,18.0,618.0,6.581818,False,11.0,,,2.0,,,0.0,0.0,,270.0,1.0,,15.0,5.0,16.0,62.0,36.0,2.0,1.0,,4.0,8.0,2.0,,0.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2024,1083.0,Rubin,237.0,Cup,Russia,Defender,7.0,7.0,535.0,,False,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2023,1568.0,Uzbekistan,7.0,Asian Cup,World,Defender,5.0,5.0,390.0,7.1,False,0.0,,,1.0,,,0.0,,,261.0,,49.0,6.0,2.0,11.0,38.0,22.0,,,,,3.0,1.0,,0.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2023,1568.0,Uzbekistan,10.0,Friendlies,World,Defender,3.0,2.0,177.0,6.9,False,1.0,1.0,3.0,1.0,1.0,0.0,0.0,,,16.0,,,,,,3.0,2.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2023,1083.0,Rubin,235.0,Premier League,Russia,Defender,29.0,18.0,742.0,6.8,False,11.0,,,6.0,4.0,1.0,0.0,,,433.0,5.0,,13.0,3.0,14.0,61.0,33.0,1.0,1.0,,1.0,9.0,1.0,,1.0,,,0.0,0.0,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2023,1083.0,Rubin,237.0,Cup,Russia,Defender,5.0,5.0,428.0,,False,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,1568,Uzbekistan
34121,R. Ashurmatov,Rustamjon,Ashurmatov,Uzbekistan,1996-07-07,Qo'qon,Uzbekistan,29,186,85,False,https://media.api-sports.io/football/players/34121.png,2023,1568.0,Uzbekistan,,Asian Cup Qualification,,Defender,3.0,3.0,270.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1568,Uzbekistan
