player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,weight,injured,photo,season,team_id,team_name,league_id,league_name,league_country,position,appearances,lineups,minutes,rating,captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,goals_conceded,assists,saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,national_team_id,national_team_name
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2016,458.0,Argentinos JRS,129.0,Primera Nacional,Argentina,Midfielder,23.0,10.0,1111.0,,False,13.0,5.0,18.0,,,3.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2017,458.0,Argentinos JRS,128.0,Liga Profesional Argentina,Argentina,Midfielder,24.0,15.0,1319.0,6.958333,False,9.0,12.0,11.0,44.0,9.0,2.0,,6.0,,589.0,29.0,78.0,3.0,0.0,18.0,203.0,90.0,40.0,28.0,,24.0,19.0,2.0,0.0,0.0,1.0,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2017,458.0,Argentinos JRS,130.0,Copa Argentina,Argentina,Midfielder,1.0,1.0,85.0,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2018,458.0,Argentinos JRS,130.0,Copa Argentina,Argentina,Midfielder,3.0,2.0,203.0,,False,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2018,458.0,Argentinos JRS,128.0,Liga Profesional Argentina,Argentina,Midfielder,9.0,7.0,706.0,7.189473,False,2.0,2.0,2.0,65.0,16.0,3.0,,1.0,,490.0,41.0,75.0,15.0,0.0,11.0,247.0,119.0,54.0,31.0,,48.0,22.0,2.0,0.0,0.0,,,1.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,26.0,Argentina,10.0,Friendlies,World,Midfielder,2.0,1.0,85.0,,False,1.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,458.0,Argentinos JRS,130.0,Copa Argentina,Argentina,Midfielder,0.0,0.0,0.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,458.0,Argentinos JRS,,Copa de la Superliga,,Midfielder,7.0,7.0,630.0,,False,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,458.0,Argentinos JRS,11.0,CONMEBOL Sudamericana,World,Midfielder,4.0,4.0,330.0,7.775,False,0.0,2.0,0.0,17.0,4.0,0.0,,,,96.0,10.0,74.0,3.0,0.0,2.0,42.0,28.0,14.0,10.0,,11.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,451.0,Boca Juniors,128.0,Liga Profesional Argentina,Argentina,Midfielder,13.0,9.0,712.0,6.961538,False,4.0,8.0,6.0,24.0,12.0,1.0,,1.0,,213.0,12.0,75.0,10.0,1.0,1.0,,,19.0,8.0,,26.0,8.0,1.0,0.0,0.0,,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,451.0,Boca Juniors,130.0,Copa Argentina,Argentina,Midfielder,1.0,1.0,90.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,451.0,Boca Juniors,13.0,CONMEBOL Libertadores,World,Midfielder,6.0,6.0,492.0,7.633333,False,0.0,4.0,0.0,17.0,6.0,1.0,,2.0,,130.0,18.0,76.0,9.0,1.0,7.0,13.0,6.0,12.0,12.0,,10.0,7.0,2.0,0.0,0.0,,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2019,51.0,Brighton,39.0,Premier League,England,Midfielder,9.0,4.0,351.0,6.55,False,5.0,4.0,6.0,4.0,1.0,0.0,0.0,,,98.0,5.0,,9.0,,1.0,39.0,17.0,4.0,2.0,,4.0,4.0,0.0,0.0,0.0,,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2020,10187.0,Argentina U23,,CONMEBOL Pre-Olympic Tournament,,Midfielder,5.0,5.0,438.0,,False,0.0,3.0,1.0,,,4.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2020,10187.0,Argentina U23,480.0,Olympics Men,World,Midfielder,3.0,3.0,222.0,,False,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2020,451.0,Boca Juniors,130.0,Copa Argentina,Argentina,Midfielder,0.0,0.0,0.0,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2020,51.0,Brighton,39.0,Premier League,England,Midfielder,21.0,13.0,1116.0,6.695,False,8.0,8.0,17.0,11.0,3.0,1.0,0.0,1.0,,396.0,16.0,,26.0,4.0,9.0,154.0,64.0,26.0,16.0,,15.0,19.0,1.0,0.0,0.0,,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2020,51.0,Brighton,48.0,League Cup,England,Midfielder,3.0,3.0,260.0,7.366666,False,0.0,1.0,0.0,10.0,3.0,2.0,0.0,,,85.0,3.0,,5.0,,3.0,25.0,11.0,2.0,,,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,,26,Argentina
6716,A. Mac Allister,Alexis,Mac Allister,Argentina,1998-12-24,La Pampa,Argentina,27,176,69,False,https://media.api-sports.io/football/players/6716.png,2020,51.0,Brighton,45.0,FA Cup,England,Midfielder,3.0,2.0,135.0,6.8,False,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,,48.0,4.0,,2.0,,,15.0,5.0,4.0,2.0,,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,,26,Argentina
