player_id,player_name,team_id,team_name,age,number,position,photo
55955,S. Ağayev,1096,Cape Verde,34,23,Goalkeeper,https://media.api-sports.io/football/players/55955.png
123394,A. Bayramov,1096,Cape Verde,29,12,Goalkeeper,https://media.api-sports.io/football/players/123394.png
334256,R. Cəfərov,1096,Cape Verde,22,33,Goalkeeper,https://media.api-sports.io/football/players/334256.png
1532,Ş. Məhəmmədəliyev,1096,Cape Verde,31,1,Goalkeeper,https://media.api-sports.io/football/players/1532.png
356388,R. Abbasov,1096,Cape Verde,20,3,Defender,https://media.api-sports.io/football/players/356388.png
105969,Q. Alıyev,1096,Cape Verde,29,21,Defender,https://media.api-sports.io/football/players/105969.png
123382,E. Bədəlov,1096,Cape Verde,30,14,Defender,https://media.api-sports.io/football/players/123382.png
1542,T. Bayramov,1096,Cape Verde,24,7,Defender,https://media.api-sports.io/football/players/1542.png
124613,E. Cəfərquliyev,1096,Cape Verde,25,3,Defender,https://media.api-sports.io/football/players/124613.png
123366,R. Daşdəmirov,1096,Cape Verde,26,2,Defender,https://media.api-sports.io/football/players/123366.png
123369,F. Hacıyev,1096,Cape Verde,26,20,Defender,https://media.api-sports.io/football/players/123369.png
1534,A. Hüseynov,1096,Cape Verde,30,13,Defender,https://media.api-sports.io/football/players/1534.png
1535,B. Hüseynov,1096,Cape Verde,34,15,Defender,https://media.api-sports.io/football/players/1535.png
134060,C. Hüseynov,1096,Cape Verde,22,18,Defender,https://media.api-sports.io/football/players/134060.png
546362,M. Khachayev,1096,Cape Verde,27,6,Defender,https://media.api-sports.io/football/players/546362.png
55958,A. Krivotsyuk,1096,Cape Verde,27,5,Defender,https://media.api-sports.io/football/players/55958.png
1537,R. Məmmədov,1096,Cape Verde,30,2,Defender,https://media.api-sports.io/football/players/1537.png
70389,B. Mustafazadə,1096,Cape Verde,28,4,Defender,https://media.api-sports.io/football/players/70389.png
123410,R. Abdullazadə,1096,Cape Verde,24,17,Midfielder,https://media.api-sports.io/football/players/123410.png
123418,S. Abdullazadə,1096,Cape Verde,24,6,Midfielder,https://media.api-sports.io/football/players/123418.png
546013,M. Ahmadzada,1096,Cape Verde,22,19,Midfielder,https://media.api-sports.io/football/players/546013.png
1545,İ. İbrahimli,1096,Cape Verde,27,20,Midfielder,https://media.api-sports.io/football/players/1545.png
271724,A. Xaybulayev,1096,Cape Verde,24,20,Midfielder,https://media.api-sports.io/football/players/271724.png
546373,E. Mahmudov,1096,Cape Verde,33,8,Midfielder,https://media.api-sports.io/football/players/546373.png
130912,A. Nuriyev,1096,Cape Verde,29,7,Midfielder,https://media.api-sports.io/football/players/130912.png
271722,C. Nurıyev,1096,Cape Verde,24,16,Midfielder,https://media.api-sports.io/football/players/271722.png
202123,R. Əhmədzadə,1096,Cape Verde,25,11,Attacker,https://media.api-sports.io/football/players/202123.png
375811,N. Axundzadə,1096,Cape Verde,21,10,Attacker,https://media.api-sports.io/football/players/375811.png
348230,K. Aliyev,1096,Cape Verde,21,11,Attacker,https://media.api-sports.io/football/players/348230.png
41625,R. Dadashov,1096,Cape Verde,26,9,Attacker,https://media.api-sports.io/football/players/41625.png
1556,M. Emreli,1096,Cape Verde,28,10,Attacker,https://media.api-sports.io/football/players/1556.png
62262,O. Kökçü,1096,Cape Verde,27,11,Attacker,https://media.api-sports.io/football/players/62262.png
134058,M. Qurbanlı,1096,Cape Verde,23,22,Attacker,https://media.api-sports.io/football/players/134058.png
