player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,height_cm,weight,weight_kg,season,team_id,team_name,league_id,league_name,league_country,position,captain,injured,appearances,lineups,minutes,rating,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,assists,penalty_scored,penalty_missed,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,goals_conceded,saves,penalty_saved,wc_years,wc_teams,wc_team_ids,photo
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2015,7926.0,Real Madrid U19,,UEFA Youth League,,Defender,False,False,10.0,10.0,864.0,,0.0,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2016,541.0,Real Madrid,,Copa del Rey,,Defender,False,False,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2016,31.0,Morocco,,Friendlies,,Defender,False,False,1.0,0.0,23.0,,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2016,541.0,Real Madrid,26.0,International Champions Cup,World,Defender,False,False,2.0,0.0,58.0,,2.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2016,541.0,Real Madrid,140.0,La Liga,Spain,Defender,False,False,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2016,9575.0,Real Madrid II,,Primera División RFEF,,Defender,False,False,28.0,26.0,2305.0,,2.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,8.0,1.0,1.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2016,7926.0,Real Madrid U19,,UEFA Youth League,,Defender,False,False,6.0,6.0,540.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2017,541.0,Real Madrid,,Copa del Rey,,Defender,False,False,5.0,3.0,288.0,7.02,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,4.0,71.0,,,1.0,21.0,14.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2017,31.0,Morocco,10.0,Friendlies,World,Defender,False,False,1.0,0.0,59.0,,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
9,A. Hakimi,Achraf,Hakimi Mouh,Morocco,1998-11-04,Madrid,Spain,27,181,181.0,73,73.0,2017,541.0,Real Madrid,26.0,International Champions Cup,World,Defender,False,False,3.0,0.0,88.0,,3.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,"2018,2022",Morocco,31,https://media.api-sports.io/football/players/9.png
