player_id,player_name,firstname,lastname,nationality,birth_date,birth_place,birth_country,age,height,height_cm,weight,weight_kg,season,team_id,team_name,league_id,league_name,league_country,position,captain,injured,appearances,lineups,minutes,rating,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on_target,goals,assists,penalty_scored,penalty_missed,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,goals_conceded,saves,penalty_saved,wc_years,wc_teams,wc_team_ids,photo
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2013,984.0,ES Metlaoui,202.0,Ligue 1,Tunisia,Defender,False,False,13.0,10.0,860.0,,3.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2014,983.0,CS Sfaxien,202.0,Ligue 1,Tunisia,Defender,False,False,9.0,9.0,810.0,,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2014,984.0,ES Metlaoui,202.0,Ligue 1,Tunisia,Defender,False,False,14.0,14.0,1172.0,,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,4.0,1.0,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2015,20562.0,Tunisia U23,,CAF U23 Cup of Nations,,Defender,False,False,3.0,3.0,270.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2015,983.0,CS Sfaxien,202.0,Ligue 1,Tunisia,Defender,False,False,27.0,27.0,2387.0,,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2016,28.0,Tunisia,19.0,African Nations Championship,World,Defender,False,False,3.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2016,28.0,Tunisia,,African Nations Championship - Qualification,,Defender,False,False,1.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,1.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2016,983.0,CS Sfaxien,202.0,Ligue 1,Tunisia,Defender,False,False,3.0,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2017,983.0,CS Sfaxien,20.0,CAF Confederation Cup,World,Defender,False,False,2.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
1597,Y. Meriah,Yassine,Meriah,Tunisia,1993-07-02,Tunis,Tunisia,32,188,188.0,81,81.0,2017,983.0,CS Sfaxien,202.0,Ligue 1,Tunisia,Defender,False,False,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,"2018,2022",Tunisia,28,https://media.api-sports.io/football/players/1597.png
